Player,Year,Team,Region,reg_avg,reg_n,intl_avg,intl_n
Yoman,2025,Global Esports,PAC,4.0,5,8.8,5
Yuicaw,2025,Wolves Esports,CN,2.2,5,6.0,7
Yuicaw,2026,JD Mall JDG Esports,CN,4.888888888888889,9,10.0,6
Zander,2025,100 Thieves,AMER,6.4375,16,5.666666666666667,3
Zekken,2025,Sentinels,AMER,11.588235294117647,17,9.714285714285714,14
Zekken,2026,MIBR,AMER,7.142857142857143,7,10.0,5
Zellsis,2024,Sentinels,AMER,5.545454545454546,11,7.1,20
Zellsis,2025,Sentinels,AMER,7.588235294117647,17,6.714285714285714,14
Zellsis,2026,Cloud9,AMER,3.2,5,5.0,7
Zexy,2026,VARREL,PAC,4.6,5,8.0,3
ZmjjKK,2026,EDward Gaming,CN,11.2,10,8.222222222222221,9
Zmjjkk,2025,Edward Gaming,CN,9.1,10,9.428571428571429,7
ZynX,2026,Gen.G,PAC,3.0,3,9.0,4
Zyppan,2024,Natus Vincere,EMEA,5.833333333333333,12,10.0,3
Zyppan,2025,Gentle Mates,EMEA,2.8,5,6.0,4
al0rante,2026,PCIFIC Esports,EMEA,4.8,5,8.0,3
alfajer,2025,FNATIC,EMEA,10.0,17,11.875,16
ambitioN,2024,LOUD,AMER,4.0,6,8.333333333333334,9
ara,2025,GIANTX,EMEA,9.461538461538462,13,7.4,5
ara,2026,GIANTX,EMEA,7.8,5,5.4,5
ardiis,2024,Natus Vincere,EMEA,6.333333333333333,12,9.666666666666666,3
artzin,2024,MIBR,AMER,4.5,10,7.6,5
artzin,2026,FURIA,AMER,7.142857142857143,7,9.0,6
aspas,2024,LEVIATÁN,AMER,13.058823529411764,17,9.0,13
aspas,2025,MIBR,AMER,10.428571428571429,14,12.214285714285714,14
aspas,2026,MIBR,AMER,6.142857142857143,7,10.0,5
audaz,2026,Eternal Fire,EMEA,7.555555555555555,9,4.25,4
ban,2024,TALON,?,5.714285714285714,14,4.0,5
ban,2025,Global Esports,PAC,5.8,5,6.25,4
bang,2024,100 Thieves,AMER,7.176470588235294,17,6.5,6
bang,2025,Sentinels,AMER,9.470588235294118,17,6.571428571428571,14
bang,2026,100 Thieves,AMER,7.444444444444445,9,7.75,8
benjyfishy,2024,Team Heretics,EMEA,8.823529411764707,17,8.043478260869565,23
benjyfishy,2025,Team Heretics,EMEA,8.8125,16,4.818181818181818,11
beyAz,2024,Gentle Mates,EMEA,3.6,10,1.0,2
bipo,2026,Gentle Mates,EMEA,5.857142857142857,7,9.0,9
blaZek1ng,2024,Global Esports,PAC,4.7,10,3.3333333333333335,3
blowz,2026,LEVIATÁN,AMER,8.333333333333334,9,4.8,5
brawk,2025,NRG Esports,AMER,8.375,16,12.166666666666666,6
brawk,2026,NRG Esports,AMER,10.333333333333334,9,7.615384615384615,13
cNed,2024,FUT Esports,EMEA,8.333333333333334,15,6.181818181818182,11
cNed,2026,PCIFIC Esports,EMEA,4.4,5,4.0,3
carpe,2024,T1,PAC,5.583333333333333,12,6.8,5
cauanzin,2024,LOUD,AMER,6.636363636363637,11,8.666666666666666,9
ceNder,2024,Team Vitality,EMEA,5.666666666666667,15,4.875,8
cloud,2026,GIANTX,EMEA,4.6,5,7.4,5
coconut,2026,JD Mall JDG Esports,CN,4.888888888888889,9,5.333333333333333,6
crashies,2024,NRG,?,5.6,10,5.666666666666667,3
crazyguy,2024,BLEED,?,3.0,4,4.0,2
crazyguy,2026,Rex Regum Qeon,PAC,6.625,8,7.2,5
d4v41,2024,Paper Rex,PAC,9.176470588235293,17,6.266666666666667,15
d4v41,2025,Paper Rex,PAC,9.588235294117647,17,8.4375,16
d4v41,2026,Paper Rex,PAC,9.0,10,8.933333333333334,15
delb,2026,Trace Esports,CN,7.375,8,7.6,5
dgzin,2025,LOUD,AMER,7.8,5,10.5,4
dgzin,2026,Evil Geniuses,AMER,7.4,5,10.4,5
eeiu,2024,100 Thieves,AMER,7.823529411764706,17,6.0,6
eeiu,2025,100 Thieves,AMER,6.75,16,9.666666666666666,3
eeiu,2026,FURIA,AMER,5.714285714285714,7,9.5,6
eko,2026,ZETA DIVISION,PAC,4.4,5,5.5,4
ethan,2025,NRG Esports,AMER,7.125,16,8.222222222222221,9
f0rsakeN,2024,Paper Rex,PAC,8.823529411764707,17,7.333333333333333,15
f0rsaken,2025,Paper Rex,PAC,11.0,17,9.625,16
f0rsaken,2026,Paper Rex,PAC,9.8,10,10.0,15
f4ngeer,2026,All Gamers,CN,8.9,10,10.428571428571429,7
finesse,2025,NRG Esports,AMER,3.3333333333333335,6,3.3333333333333335,3
fl1pzjder,2024,Rex Regum Qeon,PAC,3.8,5,4.5,2
florescent,2025,Apeks,?,8.8,5,10.0,2
frz,2024,MIBR,AMER,2.4,5,6.8,5
grubinho,2024,KOI,EMEA,6.3,10,4.4,5
happywei,2026,Xi Lai Gaming,CN,10.545454545454545,11,13.5,6
havoc,2024,FURIA,AMER,3.8,10,3.0,2
havoc,2025,FURIA,AMER,3.2,5,3.5,2
heat,2024,KRÜ Esports,AMER,7.625,16,7.666666666666667,3
heat,2025,FURIA,AMER,1.5,10,2.5,2
hiro,2024,FNATIC,EMEA,8.75,8,5.166666666666667,6
hiro,2025,Natus Vincere,EMEA,8.882352941176471,17,4.5,2
hiro,2026,Natus Vincere,EMEA,9.2,5,9.8,5
hiroronn,2024,ZETA DIVISION,PAC,5.1,10,4.4,5
hoody,2024,GIANTX,EMEA,4.6,10,4.5,2
iZu,2024,T1,PAC,7.857142857142857,14,6.8,5
iZu,2025,T1,PAC,8.0625,16,9.9375,16
iZu,2026,T1,PAC,8.875,8,11.11111111111111,9
iamgrq,2026,All Gamers,CN,5.9,10,8.142857142857142,7
icy,2024,G2 Esports,AMER,7.111111111111111,18,5.7,10
icy,2025,Evil Geniuses,AMER,6.928571428571429,14,5.666666666666667,3
invy,2024,Team Secret,PAC,7.916666666666667,12,8.8,5
invy,2026,Paper Rex,PAC,8.6,10,8.866666666666667,15
jawgemo,2024,Evil Geniuses,AMER,6.5,10,6.5,2
jawgemo,2026,G2 Esports,AMER,8.8,10,10.333333333333334,12
jkuro,2026,JD Mall JDG Esports,CN,4.333333333333333,9,7.833333333333333,6
johnqt,2024,Sentinels,AMER,5.7272727272727275,11,7.4,20
jowa,2026,Wolves Esports,CN,2.2,5,7.4,5
jzz,2024,MIBR,AMER,2.6,5,7.4,5
kamo,2024,KOI,EMEA,6.3,10,5.4,5
kamo,2026,Team Liquid,EMEA,7.714285714285714,7,8.818181818181818,11
keiko,2024,Team Liquid,EMEA,6.454545454545454,11,8.0,3
kellyS,2026,Team Secret,PAC,6.2,5,4.666666666666667,3
keznit,2024,KRÜ Esports,AMER,8.5,16,8.2,5
kiNgg,2024,LEVIATÁN,AMER,9.470588235294118,17,6.615384615384615,13
kingg,2025,LEVIATÁN,AMER,7.0,13,9.0,3
kingg,2026,LEVIATÁN,AMER,8.0,9,6.4,5
koalanoob,2026,FURIA,AMER,4.714285714285714,7,11.333333333333334,6
kon4n,2024,FURIA,AMER,1.4,5,2.0,2
leaf,2024,G2 Esports,AMER,8.38888888888889,18,7.533333333333333,15
leaf,2026,G2 Esports,AMER,7.9,10,9.5,12
lenne,2024,TALON,?,1.75,4,3.6666666666666665,3
liazzi,2024,MIBR,AMER,4.4,5,2.0,2
logaN,2024,Gentle Mates,EMEA,3.6,5,3.5,2
lucas,2026,Titan Esports Club,CN,7.125,8,7.25,4
lz,2025,ENVY,AMER,4.7,10,1.5,2
mada,2025,NRG Esports,AMER,9.625,16,13.222222222222221,9
mada,2026,NRG Esports,AMER,7.555555555555555,9,9.692307692307692,13
marteen,2024,Karmine Corp,EMEA,5.6923076923076925,13,8.9,10
mazin,2024,MIBR,AMER,1.9,10,3.8,5
mindfreak,2024,Paper Rex,PAC,7.411764705882353,17,6.133333333333334,15
mta,2024,KRÜ Esports,AMER,5.285714285714286,7,4.4,5
mwzera,2024,FURIA,AMER,4.8,10,6.0,2
nAts,2024,Team Liquid,EMEA,6.181818181818182,11,5.333333333333333,3
nAts,2026,Team Liquid,EMEA,7.142857142857143,7,9.0,11
nataNk,2024,Gentle Mates,EMEA,6.3,10,4.5,2
natank,2025,KOI,EMEA,4.6,5,6.666666666666667,3
nekky,2026,Eternal Fire,EMEA,7.111111111111111,9,4.25,4
nerve,2026,FURIA,AMER,4.142857142857143,7,6.333333333333333,6
neth,2024,DetonatioN FocusMe,PAC,3.3,10,1.5,2
nobody,2026,EDward Gaming,CN,6.8,10,5.111111111111111,9
oonzmlp,2026,VARREL,PAC,9.2,5,4.666666666666667,3
pAura,2024,BBL Esports,EMEA,4.1,10,3.5,2
paTiTek,2024,Team Heretics,EMEA,4.333333333333333,3,6.2,15
pancada,2025,LOUD,AMER,6.8,10,7.75,4
primmie,2024,TALON,?,5.333333333333333,3,5.5,2
pryze,2025,ENVY,AMER,3.2,10,-0.5,2
purp0,2026,Team Liquid,EMEA,6.571428571428571,7,6.818181818181818,11
qRaxs,2024,FUT Esports,EMEA,7.0,15,5.181818181818182,11
qRaxs,2025,FUT Esports,EMEA,6.0,13,6.5,4
qiutiaN,2026,Wolves Esports,CN,3.4,5,6.0,5
qpert,2026,PCIFIC Esports,EMEA,3.0,5,2.6666666666666665,3
raafa,2025,FURIA,AMER,0.8,5,1.5,2
reazy,2024,BBL Esports,EMEA,3.8,10,4.0,2
runneR,2024,Team Vitality,EMEA,6.133333333333334,15,6.375,8
rushia,2026,Bilibili Gaming,CN,7.0,5,9.142857142857142,7
s0m,2025,NRG Esports,AMER,8.125,16,9.222222222222221,9
sScary,2024,BLEED,?,6.0,10,5.0,2
saadhak,2024,LOUD,AMER,4.636363636363637,11,6.777777777777778,9
seven,2026,PCIFIC Esports,EMEA,5.6,5,8.333333333333334,3
sh1n,2024,Karmine Corp,EMEA,4.153846153846154,13,6.2,10
sheydos,2024,KOI,EMEA,5.8,10,4.2,5
silentzz,2025,ENVY,AMER,5.7,10,1.0,2
skuba,2026,NRG Esports,AMER,6.0,9,9.384615384615385,13
slowly,2026,TYLOO,CN,9.0,9,8.285714285714286,7
smoggy,2026,EDward Gaming,CN,10.7,10,6.444444444444445,9
something,2024,Paper Rex,PAC,9.176470588235293,17,7.933333333333334,15
something,2026,Paper Rex,PAC,12.7,10,8.733333333333333,15
splash,2026,TYLOO,CN,8.555555555555555,9,12.142857142857142,7
starxo,2024,KOI,EMEA,4.6,10,5.4,5
starxo,2026,Gentle Mates,EMEA,4.714285714285714,7,9.0,9
stax,2024,DRX,PAC,7.545454545454546,11,6.0,3
stew,2026,JD Mall JDG Esports,CN,6.222222222222222,9,9.5,6
supamen,2024,Evil Geniuses,AMER,5.5,10,7.5,2
supamen,2026,Evil Geniuses,AMER,4.0,5,7.4,5
sword9,2026,TYLOO,CN,4.222222222222222,9,6.857142857142857,7
t3xture,2024,Gen.G,PAC,10.166666666666666,18,10.714285714285714,21
t3xture,2026,Gen.G,PAC,8.6,5,9.25,4
tex,2024,LEVIATÁN,AMER,7.764705882352941,17,5.846153846153846,13
tex,2025,LEVIATÁN,AMER,5.769230769230769,13,7.333333333333333,3
tomaszy,2024,Karmine Corp,EMEA,6.076923076923077,13,5.9,10
tomaszy,2025,GIANTX,EMEA,1.3333333333333333,3,6.333333333333333,3
trent,2024,G2 Esports,AMER,7.555555555555555,18,5.933333333333334,15
trent,2026,G2 Esports,AMER,8.3,10,8.833333333333334,12
trexx,2024,Team Vitality,EMEA,8.2,15,7.666666666666667,3
tuyz,2024,LOUD,AMER,5.181818181818182,11,8.444444444444445,9
tuyz,2025,FURIA,AMER,1.8888888888888888,9,5.0,4
v1c,2025,Cloud9,AMER,8.3125,16,6.0,3
v1c,2026,Cloud9,AMER,5.5,4,8.285714285714286,7
v1nny,2025,LOUD,AMER,2.6666666666666665,3,5.25,4
valyn,2024,G2 Esports,AMER,8.166666666666666,18,5.866666666666666,15
valyn,2026,G2 Esports,AMER,9.9,10,9.166666666666666,12
vanity,2024,Cloud9,AMER,4.833333333333333,12,4.666666666666667,3
virtyy,2026,LOUD,AMER,4.5,6,2.6666666666666665,3
wayne,2026,Team Liquid,EMEA,5.714285714285714,7,7.6,10
whzy,2026,Bilibili Gaming,CN,8.6,5,10.857142857142858,7
xavi8k,2026,Global Esports,PAC,4.111111111111111,9,9.333333333333334,6
xccurate,2024,T1,PAC,6.357142857142857,14,7.8,5
xeus,2026,FUT Esports,EMEA,9.125,8,7.666666666666667,3
xffero,2024,Rex Regum Qeon,PAC,7.090909090909091,11,6.5,2
yay,2024,BLEED,?,3.8333333333333335,6,4.5,2
yetujey,2024,FUT Esports,EMEA,6.866666666666666,15,6.181818181818182,11
yosemite,2026,Wolves Esports,CN,4.8,5,8.4,5
yuran,2024,ZETA DIVISION,PAC,5.0,10,5.2,5
zekken,2024,Sentinels,AMER,7.636363636363637,11,11.3,20
zhe,2026,JD Mall JDG Esports,CN,7.222222222222222,9,7.666666666666667,6
