Team,Player,Stage,Wk,Game,Pts,T.Pts,P.Pts,PPM,Adj.VP,P?,0k,5k,10k,15k,20k,25k,30k,35k,40k,45k,50k,4ks,5ks,6ks,7ks,TOP3,TOP2,TOP1,1.5R2,1.75R2,2.0R2,PR Avg.,W/L,Game Start VP,Game End VP
100 Thieves,Asuna,Stage 1,,LR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 1,,USF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 1,,LR2,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 1,,UF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 1,,LR3,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 1,,LF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 1,,GF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W1,SR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W1,SR2,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W1,SR3,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W2,UQF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W2,LR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W2,USF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W2,LR2,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W3,UF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W3,LR3,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W3,LF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,London,W3,GF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,G1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,G2,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,G3,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,G4,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,G5,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,UR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,LR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,USF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,LR2,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,UF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,LR3,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,LF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Stage 2,,GF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W1,GR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W1,GLR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W1,GUF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W1,GLF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W2,UQF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W2,LR1,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W2,USF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W2,LR2,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W3,UF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W3,LR3,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W3,LF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,Asuna,Champions,W3,GF,0,0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,L,8.003004,8.003004
100 Thieves,bang,Kickoff,W1,UR1,8,2,6,2.67,9.5,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,W,10.241681,9.560868
100 Thieves,bang,Kickoff,W1,UR2,8,3,5,2.67,9.5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,L,9.560868,9.442343
100 Thieves,bang,Kickoff,W1,MR1,11,5,6,3.67,9.5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.67,W,9.442343,9.591982
100 Thieves,bang,Kickoff,W1,MR2,10,4,6,5.0,10.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.75,W,9.591982,9.842042
100 Thieves,bang,Kickoff,W1,LR1,0,0,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,L,9.842042,9.842042
100 Thieves,bang,Kickoff,W1,LR2,0,0,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,L,9.842042,9.842042
100 Thieves,bang,Kickoff,W1,UR3,0,0,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,L,9.842042,9.842042
100 Thieves,bang,Kickoff,W1,MR3,3,0,3,1.5,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,L,9.842042,9.83674
100 Thieves,bang,Kickoff,W1,LR3,7,4,3,3.5,9.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,W,9.83674,9.655306
100 Thieves,bang,Kickoff,W1,UF,0,0,0,0.0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,L,9.655306,9.655306
100 Thieves,bang,Kickoff,W1,MR4,0,0,0,0.0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,L,9.655306,9.655306
100 Thieves,bang,Kickoff,W1,LR4,14,4,10,4.67,10.5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.57,W,9.655306,10.43115
100 Thieves,bang,Kickoff,W1,LR5,1,-1,2,0.5,10.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.13,L,10.43115,10.353181
100 Thieves,bang,Kickoff,W1,MF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Kickoff,W1,LF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W1,SR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W1,SR2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W1,SR3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W2,UQF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W2,LR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W2,USF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W2,LR2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W3,UF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W3,LR3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W3,LF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Santiago,W3,GF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,G1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,G2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,G3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,G4,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,G5,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,UR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,LR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,USF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,LR2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,UF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,LR3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,LF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 1,,GF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W1,SR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W1,SR2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W1,SR3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W2,UQF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W2,LR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W2,USF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W2,LR2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W3,UF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W3,LR3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W3,LF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,London,W3,GF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,G1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,G2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,G3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,G4,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,G5,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,UR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,LR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,USF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,LR2,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,UF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,LR3,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,LF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Stage 2,,GF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Champions,W1,GR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Champions,W1,GLR1,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Champions,W1,GUF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
100 Thieves,bang,Champions,W1,GLF,0,0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,L,10.353181,10.353181
